,gsm,type,geo_id,platform.new,drug_name,DiseaseState,cell_type,TissueID,TissueName,ale_text_sex,ale_expr_sex,ale_expr_sex_post,cell_line
139,GSM573720,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.709866128,NA
140,GSM573721,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.544650134,NA
141,GSM573722,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.836916676,NA
142,GSM573786,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.508853832,NA
143,GSM573787,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.501242962,NA
144,GSM573788,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,female,0.630663933,NA
145,GSM133007,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor|plumbylidyne group,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.514396106,FALSE
146,GSM133023,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor|plumbylidyne group,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,female,0.522485475,FALSE
147,GSM133012,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.691567826,FALSE
148,GSM133014,ctrl,GSE5716,GPL570,dimethyl sulfoxide|inhibitor,1,Cultured Cell Line|lymphoblast|T-Lymphocyte,1106,T-cell acute lymphoblastic leukemia cell,,male,0.725368406,FALSE
149,GSM359548,ctrl,GSE14383,GPL570,dimethyl sulfide|dimethyl sulfoxide|solvent,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.717742526,FALSE
150,GSM359549,ctrl,GSE14383,GPL570,dimethyl sulfide|dimethyl sulfoxide|solvent,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.742264157,FALSE
151,GSM359537,ctrl,GSE14383,GPL570,dimethyl sulfide|dimethyl sulfoxide|solvent,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.700496513,FALSE
152,GSM359538,ctrl,GSE14383,GPL570,dimethyl sulfide|dimethyl sulfoxide|solvent,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,female,0.653310102,FALSE
153,GSM672256,ctrl,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.956088002,FALSE
154,GSM672272,ctrl,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.950572821,FALSE
155,GSM672288,ctrl,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.95064727,FALSE
156,GSM1376348,ctrl,GSE57156,GPL570,dimethyl sulfoxide|erlotinib,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Lung,NA,NA,NA,male,0.919549448,NA
157,GSM1376349,ctrl,GSE57156,GPL570,dimethyl sulfoxide|erlotinib,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Lung,NA,NA,NA,male,0.813329328,NA
158,GSM573702,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.939575658,NA
159,GSM573703,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.904839532,NA
160,GSM573704,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.921260235,NA
161,GSM573783,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.884270068,NA
162,GSM573784,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.937672735,NA
163,GSM573785,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.910604782,NA
164,GSM672257,ctrl,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.95401715,FALSE
165,GSM672273,ctrl,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.957376733,FALSE
166,GSM672289,ctrl,GSE27210,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.962510627,FALSE
167,GSM672154,ctrl,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.969829911,FALSE
168,GSM672155,ctrl,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.969909436,FALSE
169,GSM672156,ctrl,GSE27204,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.964265626,FALSE
170,GSM573738,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.504602707,NA
171,GSM573739,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.529044915,NA
172,GSM573740,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.649963066,NA
173,GSM573792,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.600082244,NA
174,GSM573793,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.556224182,NA
175,GSM573794,ctrl,GSE23394,GPL570,,NA,B-Lymphocytes|Cultured Cell Line|Human Cell Line,NA,NA,NA,male,0.506036156,NA
176,GSM672208,ctrl,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.907146435,FALSE
177,GSM672209,ctrl,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.89489756,FALSE
178,GSM672210,ctrl,GSE27208,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.928228064,FALSE
179,GSM998554,ctrl,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.873428911,FALSE
180,GSM998555,ctrl,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.908799462,FALSE
181,GSM1230791,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,male,0.606140315,NA
182,GSM1230792,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.543491234,NA
183,GSM1230793,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.521272938,NA
184,GSM536404,ctrl,GSE21477,GPL570,formaldehyde,NA,Cells|Epithelial Cells|Nose,NA,NA,NA,male,0.942337445,NA
185,GSM536408,ctrl,GSE21477,GPL570,formaldehyde,NA,Cells|Epithelial Cells|Nose,NA,NA,NA,male,0.891822213,NA
186,GSM536412,ctrl,GSE21477,GPL570,formaldehyde,NA,Cells|Epithelial Cells|Nose,NA,NA,NA,male,0.918769947,NA
187,GSM386317,ctrl,GSE15392,GPL570,inhibitor,NA,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, uncertain whether benign or malignant",NA,NA,NA,female,0.810307248,NA
188,GSM386318,ctrl,GSE15392,GPL570,inhibitor,NA,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, uncertain whether benign or malignant",NA,NA,NA,female,0.755212741,NA
189,GSM386319,ctrl,GSE15392,GPL570,inhibitor,NA,"Cells [Chemical/Ingredient]|Cultured Cell Line|Tumor cells, uncertain whether benign or malignant",NA,NA,NA,female,0.773596821,NA
190,GSM414392,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.86055162,FALSE
191,GSM414450,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.894432064,FALSE
192,GSM414881,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.768772056,FALSE
193,GSM414899,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.727342553,FALSE
194,GSM414914,ctrl,GSE16615,GPL570,conjugated linoleic acid,0,Adipocytes|Subcutaneous Fat,443,adipocyte,,female,0.881524941,FALSE
195,GSM411191,ctrl,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage|Monocytes,801,macrophage,,male,0.571853632,FALSE
196,GSM411198,ctrl,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage|Monocytes,801,macrophage,,female,0.695159643,FALSE
197,GSM411210,ctrl,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage|Monocytes,801,macrophage,,female,0.721643075,FALSE
198,GSM411190,ctrl,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,male,0.528752331,FALSE
199,GSM411197,ctrl,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,female,0.808577847,FALSE
200,GSM411209,ctrl,GSE16385,GPL570,donor|rosiglitazone,0,Body tissue|macrophage,801,macrophage,,female,0.66894167,FALSE
201,GSM1230872,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.613181939,NA
202,GSM1230873,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.67771206,NA
203,GSM1230874,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.639869996,NA
204,GSM669428,ctrl,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.931433626,FALSE
205,GSM669429,ctrl,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.908865691,FALSE
206,GSM669430,ctrl,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.980346451,FALSE
207,GSM669440,ctrl,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.969933664,FALSE
208,GSM669441,ctrl,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.971796973,FALSE
209,GSM669442,ctrl,GSE27096,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.975820094,FALSE
210,GSM669431,ctrl,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.890740739,FALSE
211,GSM669432,ctrl,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.840756481,FALSE
212,GSM669433,ctrl,GSE27095,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.936776378,FALSE
213,GSM1230818,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.770066059,NA
214,GSM1230819,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.826604418,NA
215,GSM1230820,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.790344977,NA
216,GSM425498,ctrl,GSE17007,GPL570,dimethyl sulfoxide|inhibitor|tyrosine,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Lymphocyte,NA,NA,NA,male,0.690449077,NA
217,GSM425500,ctrl,GSE17007,GPL570,dimethyl sulfoxide|inhibitor|tyrosine,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Lymphocyte,NA,NA,NA,female,0.722533408,NA
218,GSM671528,ctrl,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.998464623,FALSE
219,GSM671529,ctrl,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.998616687,FALSE
220,GSM671530,ctrl,GSE27167,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.998275066,FALSE
221,GSM672103,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.962479696,FALSE
222,GSM672104,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.948613554,FALSE
223,GSM672105,ctrl,GSE27202,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.951515674,FALSE
224,GSM422118,ctrl,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.768172709,FALSE
225,GSM422119,ctrl,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.800205541,FALSE
226,GSM422120,ctrl,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.921867559,FALSE
227,GSM422121,ctrl,GSE16837,GPL570,methicillin|oligonucleotide,0,Cells|Leukocytes|neutrophil,3473,polymorphonuclear neutrophil,,male,0.880302212,FALSE
228,GSM270591,ctrl,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.69505216,FALSE
229,GSM270592,ctrl,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.666996458,FALSE
230,GSM270593,ctrl,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.604339035,FALSE
231,GSM270594,ctrl,GSE10700,GPL570,oligonucleotide,0,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,414,epithelial cell,,male,0.748874159,FALSE
232,GSM810945,ctrl,GSE32666,GPL570,17beta-estradiol,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,female,0.66611663,FALSE
233,GSM810946,ctrl,GSE32666,GPL570,17beta-estradiol,1,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Entire breast,149,breast,,female,0.569936214,FALSE
234,GSM796813,ctrl,GSE32158,GPL570,bisphenol A|dimethyl sulfoxide,0,Cultured Cell Line|Entire breast|Epithelial Cells|Epithelium,149,breast,,female,0.915469423,FALSE
235,GSM796814,ctrl,GSE32158,GPL570,bisphenol A|dimethyl sulfoxide,0,Cultured Cell Line|Entire breast|Epithelial Cells|Epithelium,149,breast,,female,0.946805797,FALSE
236,GSM998566,ctrl,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|Jurkat Cells|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.801896715,FALSE
237,GSM998567,ctrl,GSE40635,GPL570,dimethyl sulfoxide,1,Bone Marrow|Cells|Cultured Cell Line|Jurkat Cells|T-Lymphocyte,731,acute lymphoblastic leukemia cell,,female,0.592091986,FALSE
238,GSM1230630,ctrl,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.718885038,NA
239,GSM1230631,ctrl,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.617549101,NA
240,GSM1230632,ctrl,GSE50830,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",,female,0.689824582,NA
241,GSM671958,ctrl,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.825659131,FALSE
242,GSM671959,ctrl,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.763302328,FALSE
243,GSM671960,ctrl,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.861274804,FALSE
244,GSM671946,ctrl,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.953058891,FALSE
245,GSM671947,ctrl,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.948229393,FALSE
246,GSM671948,ctrl,GSE27191,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.960232883,FALSE
247,GSM671955,ctrl,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.911215141,FALSE
248,GSM671956,ctrl,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.897640939,FALSE
249,GSM671957,ctrl,GSE27192,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.911160911,FALSE
250,GSM671922,ctrl,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.957218684,FALSE
251,GSM671923,ctrl,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.941115302,FALSE
252,GSM671924,ctrl,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.958313361,FALSE
253,GSM671919,ctrl,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.968739434,FALSE
254,GSM671920,ctrl,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.962515355,FALSE
255,GSM671921,ctrl,GSE27189,GPL570,biomarker|potassium bromide,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.962195825,FALSE
256,GSM671931,ctrl,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.961059954,FALSE
257,GSM671932,ctrl,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.961155803,FALSE
258,GSM671933,ctrl,GSE27190,GPL570,biomarker,0,Cells|Cells [Chemical/Ingredient]|Cultured Cell Line|Epithelial Cells|Kidney,414,epithelial cell,,female,0.970648616,FALSE
259,GSM1376320,ctrl,GSE57156,GPL570,dimethyl sulfoxide|erlotinib,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Lung,NA,NA,NA,male,0.730724573,NA
260,GSM1376321,ctrl,GSE57156,GPL570,dimethyl sulfoxide|erlotinib,NA,Cells [Chemical/Ingredient]|Cultured Cell Line|Entire cell|Lung,NA,NA,NA,male,0.836317325,NA
261,GSM1230827,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.826976237,NA
262,GSM1230828,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.820241394,NA
263,GSM1230829,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.803473143,NA
264,GSM1230773,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.881514192,NA
265,GSM1230774,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.897917188,NA
266,GSM1230775,ctrl,GSE50831,GPL570,eribulin|paclitaxel,1,"Cells|Cultured Cell Line|Ovarian|Tumor cells, malignant",0,"tissues, cell types and enzyme sources",F,female,0.839076961,NA
267,GSM189447,ctrl,GSE7807,GPL570,"1D-myo-inositol 1,4,5-trisphosphate|antagonist|calcium atom|cysteinyl group|donor|ethanol|inhibitor|inositol|leukotriene|leukotriene D4|leukotriene D4(1-)|oligonucleotide|triphosphate(5-)",0,Cells [Chemical/Ingredient]|Dendritic Cells|eosinophil|Monocytes,876,monocyte,,male,0.842254908,FALSE
268,GSM189448,ctrl,GSE7807,GPL570,"1D-myo-inositol 1,4,5-trisphosphate|antagonist|calcium atom|cysteinyl group|donor|ethanol|inhibitor|inositol|leukotriene|leukotriene D4|leukotriene D4(1-)|oligonucleotide|triphosphate(5-)",0,Cells [Chemical/Ingredient]|Dendritic Cells|eosinophil|Monocytes,876,monocyte,,male,0.829350441,FALSE
